0, 49CPU burst
349, 10, context restored
359, 1, switch to user mode
1, 72CPU burst
73, 1, switch to kernel mode
74, 10, context saved
84, 1, find vector 4 in memory position 0x0008
85, 1, load address 0X0292 into the PC
86, 40 ,call device driver
126, 40 ,call device driver
166, 40 ,call device driver
206, 40 ,call device driver
246, 40 ,call device driver
286, 40 ,call device driver
326, 10 ,call device driver
336, 1, IRET
337, 10, context restored
347, 1, switch to user mode
1, 25CPU burst
26, 1, switch to kernel mode
27, 10, context saved
37, 1, find vector 4 in memory position 0x0008
38, 1, load address 0X0292 into the PC
39, 40 ,ISR body for end_io4
79, 40 ,ISR body for end_io4
119, 40 ,ISR body for end_io4
159, 40 ,ISR body for end_io4
199, 40 ,ISR body for end_io4
239, 40 ,ISR body for end_io4
279, 10 ,ISR body for end_io4
289, 1, IRET
290, 10, context restored
300, 1, switch to user mode
1, 87CPU burst
88, 1, switch to kernel mode
89, 10, context saved
99, 1, find vector 5 in memory position 0x000A
100, 1, load address 0X048B into the PC
101, 40 ,call device driver
141, 40 ,call device driver
181, 40 ,call device driver
221, 40 ,call device driver
261, 40 ,call device driver
301, 11 ,call device driver
312, 1, IRET
313, 10, context restored
323, 1, switch to user mode
1, 63CPU burst
64, 1, switch to kernel mode
65, 10, context saved
75, 1, find vector 5 in memory position 0x000A
76, 1, load address 0X048B into the PC
77, 40 ,ISR body for end_io5
117, 40 ,ISR body for end_io5
157, 40 ,ISR body for end_io5
197, 40 ,ISR body for end_io5
237, 40 ,ISR body for end_io5
277, 11 ,ISR body for end_io5
288, 1, IRET
289, 10, context restored
299, 1, switch to user mode
1, 11CPU burst
12, 1, switch to kernel mode
13, 10, context saved
23, 1, find vector 15 in memory position 0x001E
24, 1, load address 0X0584 into the PC
25, 40 ,call device driver
65, 28 ,call device driver
93, 1, IRET
94, 10, context restored
104, 1, switch to user mode
1, 74CPU burst
75, 1, switch to kernel mode
76, 10, context saved
86, 1, find vector 15 in memory position 0x001E
87, 1, load address 0X0584 into the PC
88, 40 ,ISR body for end_io15
128, 28 ,ISR body for end_io15
156, 1, IRET
157, 10, context restored
167, 1, switch to user mode
1, 19CPU burst
20, 1, switch to kernel mode
21, 10, context saved
31, 1, find vector 4 in memory position 0x0008
32, 1, load address 0X0292 into the PC
33, 40 ,call device driver
73, 40 ,call device driver
113, 40 ,call device driver
153, 40 ,call device driver
193, 40 ,call device driver
233, 40 ,call device driver
273, 10 ,call device driver
283, 1, IRET
284, 10, context restored
294, 1, switch to user mode
1, 69CPU burst
70, 1, switch to kernel mode
71, 10, context saved
81, 1, find vector 4 in memory position 0x0008
82, 1, load address 0X0292 into the PC
83, 40 ,ISR body for end_io4
123, 40 ,ISR body for end_io4
163, 40 ,ISR body for end_io4
203, 40 ,ISR body for end_io4
243, 40 ,ISR body for end_io4
283, 40 ,ISR body for end_io4
323, 10 ,ISR body for end_io4
333, 1, IRET
334, 10, context restored
344, 1, switch to user mode
1, 50CPU burst
51, 1, switch to kernel mode
52, 10, context saved
62, 1, find vector 5 in memory position 0x000A
63, 1, load address 0X048B into the PC
64, 40 ,call device driver
104, 40 ,call device driver
144, 40 ,call device driver
184, 40 ,call device driver
224, 40 ,call device driver
264, 11 ,call device driver
275, 1, IRET
276, 10, context restored
286, 1, switch to user mode
1, 28CPU burst
29, 1, switch to kernel mode
30, 10, context saved
40, 1, find vector 5 in memory position 0x000A
41, 1, load address 0X048B into the PC
42, 40 ,ISR body for end_io5
82, 40 ,ISR body for end_io5
122, 40 ,ISR body for end_io5
162, 40 ,ISR body for end_io5
202, 40 ,ISR body for end_io5
242, 11 ,ISR body for end_io5
253, 1, IRET
254, 10, context restored
264, 1, switch to user mode
1, 23CPU burst

=== Simulation Summary ===
User time: 3491 ms
Overhead time: 2304 ms
Total time: 5795 ms
