0, 86CPU burst
303, 40 ,call device driver
343, 32 ,call device driver
375, 1, IRET
376, 10, context restored
386, 1, switch to user mode
1, 27CPU burst
28, 1, switch to kernel mode
29, 10, context saved
39, 1, find vector 7 in memory position 0x000E
40, 1, load address 0X00BD into the PC
41, 40 ,ISR body for end_io7
81, 40 ,ISR body for end_io7
121, 40 ,ISR body for end_io7
161, 32 ,ISR body for end_io7
193, 1, IRET
194, 10, context restored
204, 1, switch to user mode
1, 85CPU burst
86, 1, switch to kernel mode
87, 10, context saved
97, 1, find vector 11 in memory position 0x0016
98, 1, load address 0X01F8 into the PC
99, 40 ,call device driver
139, 40 ,call device driver
179, 40 ,call device driver
219, 40 ,call device driver
259, 40 ,call device driver
299, 40 ,call device driver
339, 40 ,call device driver
379, 40 ,call device driver
419, 40 ,call device driver
459, 40 ,call device driver
499, 40 ,call device driver
539, 40 ,call device driver
579, 40 ,call device driver
619, 3 ,call device driver
622, 1, IRET
623, 10, context restored
633, 1, switch to user mode
1, 68CPU burst
69, 1, switch to kernel mode
70, 10, context saved
80, 1, find vector 11 in memory position 0x0016
81, 1, load address 0X01F8 into the PC
82, 40 ,ISR body for end_io11
122, 40 ,ISR body for end_io11
162, 40 ,ISR body for end_io11
202, 40 ,ISR body for end_io11
242, 40 ,ISR body for end_io11
282, 40 ,ISR body for end_io11
322, 40 ,ISR body for end_io11
362, 40 ,ISR body for end_io11
402, 40 ,ISR body for end_io11
442, 40 ,ISR body for end_io11
482, 40 ,ISR body for end_io11
522, 40 ,ISR body for end_io11
562, 40 ,ISR body for end_io11
602, 3 ,ISR body for end_io11
605, 1, IRET
606, 10, context restored
616, 1, switch to user mode
1, 23CPU burst
24, 1, switch to kernel mode
25, 10, context saved
35, 1, find vector 14 in memory position 0x001C
36, 1, load address 0X0165 into the PC
37, 40 ,call device driver
77, 40 ,call device driver
117, 40 ,call device driver
157, 40 ,call device driver
197, 40 ,call device driver
237, 40 ,call device driver
277, 40 ,call device driver
317, 40 ,call device driver
357, 40 ,call device driver
397, 40 ,call device driver
437, 40 ,call device driver
477, 16 ,call device driver
493, 1, IRET
494, 10, context restored
504, 1, switch to user mode
1, 22CPU burst
23, 1, switch to kernel mode
24, 10, context saved
34, 1, find vector 14 in memory position 0x001C
35, 1, load address 0X0165 into the PC
36, 40 ,ISR body for end_io14
76, 40 ,ISR body for end_io14
116, 40 ,ISR body for end_io14
156, 40 ,ISR body for end_io14
196, 40 ,ISR body for end_io14
236, 40 ,ISR body for end_io14
276, 40 ,ISR body for end_io14
316, 40 ,ISR body for end_io14
356, 40 ,ISR body for end_io14
396, 40 ,ISR body for end_io14
436, 40 ,ISR body for end_io14
476, 16 ,ISR body for end_io14
492, 1, IRET
493, 10, context restored
503, 1, switch to user mode
1, 29CPU burst
30, 1, switch to kernel mode
31, 10, context saved
41, 1, find vector 17 in memory position 0x0022
42, 1, load address 0X05B3 into the PC
43, 40 ,call device driver
83, 40 ,call device driver
123, 40 ,call device driver
163, 40 ,call device driver
203, 40 ,call device driver
243, 35 ,call device driver
278, 1, IRET
279, 10, context restored
289, 1, switch to user mode
1, 99CPU burst
100, 1, switch to kernel mode
101, 10, context saved
111, 1, find vector 17 in memory position 0x0022
112, 1, load address 0X05B3 into the PC
113, 40 ,ISR body for end_io17
153, 40 ,ISR body for end_io17
193, 40 ,ISR body for end_io17
233, 40 ,ISR body for end_io17
273, 40 ,ISR body for end_io17
313, 35 ,ISR body for end_io17
348, 1, IRET
349, 10, context restored
359, 1, switch to user mode
1, 46CPU burst

=== Simulation Summary ===
User time: 3867 ms
Overhead time: 2232 ms
Total time: 6099 ms
