0, 14CPU burst
28, 1, find vector 4 in memory position 0x0008
29, 1, load address 0X0292 into the PC
30, 40 ,call device driver
70, 40 ,call device driver
110, 40 ,call device driver
150, 40 ,call device driver
190, 40 ,call device driver
230, 40 ,call device driver
270, 10 ,call device driver
280, 1, IRET
281, 10, context restored
291, 1, switch to user mode
1, 23CPU burst
24, 1, switch to kernel mode
25, 10, context saved
35, 1, find vector 4 in memory position 0x0008
36, 1, load address 0X0292 into the PC
37, 40 ,ISR body for end_io4
77, 40 ,ISR body for end_io4
117, 40 ,ISR body for end_io4
157, 40 ,ISR body for end_io4
197, 40 ,ISR body for end_io4
237, 40 ,ISR body for end_io4
277, 10 ,ISR body for end_io4
287, 1, IRET
288, 10, context restored
298, 1, switch to user mode
1, 47CPU burst
48, 1, switch to kernel mode
49, 10, context saved
59, 1, find vector 11 in memory position 0x0016
60, 1, load address 0X01F8 into the PC
61, 40 ,call device driver
101, 40 ,call device driver
141, 40 ,call device driver
181, 40 ,call device driver
221, 40 ,call device driver
261, 40 ,call device driver
301, 40 ,call device driver
341, 40 ,call device driver
381, 40 ,call device driver
421, 40 ,call device driver
461, 40 ,call device driver
501, 40 ,call device driver
541, 40 ,call device driver
581, 3 ,call device driver
584, 1, IRET
585, 10, context restored
595, 1, switch to user mode
1, 17CPU burst
18, 1, switch to kernel mode
19, 10, context saved
29, 1, find vector 11 in memory position 0x0016
30, 1, load address 0X01F8 into the PC
31, 40 ,ISR body for end_io11
71, 40 ,ISR body for end_io11
111, 40 ,ISR body for end_io11
151, 40 ,ISR body for end_io11
191, 40 ,ISR body for end_io11
231, 40 ,ISR body for end_io11
271, 40 ,ISR body for end_io11
311, 40 ,ISR body for end_io11
351, 40 ,ISR body for end_io11
391, 40 ,ISR body for end_io11
431, 40 ,ISR body for end_io11
471, 40 ,ISR body for end_io11
511, 40 ,ISR body for end_io11
551, 3 ,ISR body for end_io11
554, 1, IRET
555, 10, context restored
565, 1, switch to user mode
1, 39CPU burst
40, 1, switch to kernel mode
41, 10, context saved
51, 1, find vector 19 in memory position 0x0026
52, 1, load address 0X0765 into the PC
53, 40 ,call device driver
93, 40 ,call device driver
133, 40 ,call device driver
173, 40 ,call device driver
213, 40 ,call device driver
253, 40 ,call device driver
293, 40 ,call device driver
333, 40 ,call device driver
373, 40 ,call device driver
413, 40 ,call device driver
453, 40 ,call device driver
493, 40 ,call device driver
533, 40 ,call device driver
573, 40 ,call device driver
613, 40 ,call device driver
653, 40 ,call device driver
693, 12 ,call device driver
705, 1, IRET
706, 10, context restored
716, 1, switch to user mode
1, 48CPU burst
49, 1, switch to kernel mode
50, 10, context saved
60, 1, find vector 19 in memory position 0x0026
61, 1, load address 0X0765 into the PC
62, 40 ,ISR body for end_io19
102, 40 ,ISR body for end_io19
142, 40 ,ISR body for end_io19
182, 40 ,ISR body for end_io19
222, 40 ,ISR body for end_io19
262, 40 ,ISR body for end_io19
302, 40 ,ISR body for end_io19
342, 40 ,ISR body for end_io19
382, 40 ,ISR body for end_io19
422, 40 ,ISR body for end_io19
462, 40 ,ISR body for end_io19
502, 40 ,ISR body for end_io19
542, 40 ,ISR body for end_io19
582, 40 ,ISR body for end_io19
622, 40 ,ISR body for end_io19
662, 40 ,ISR body for end_io19
702, 12 ,ISR body for end_io19
714, 1, IRET
715, 10, context restored
725, 1, switch to user mode
1, 45CPU burst
46, 1, switch to kernel mode
47, 10, context saved
57, 1, find vector 12 in memory position 0x0018
58, 1, load address 0X03B9 into the PC
59, 40 ,call device driver
99, 40 ,call device driver
139, 40 ,call device driver
179, 25 ,call device driver
204, 1, IRET
205, 10, context restored
215, 1, switch to user mode
1, 83CPU burst
84, 1, switch to kernel mode
85, 10, context saved
95, 1, find vector 12 in memory position 0x0018
96, 1, load address 0X03B9 into the PC
97, 40 ,ISR body for end_io12
137, 40 ,ISR body for end_io12
177, 40 ,ISR body for end_io12
217, 25 ,ISR body for end_io12
242, 1, IRET
243, 10, context restored
253, 1, switch to user mode
1, 68CPU burst
69, 1, switch to kernel mode
70, 10, context saved
80, 1, find vector 20 in memory position 0x0028
81, 1, load address 0X07B7 into the PC
82, 100CPU burst
182, 1, switch to kernel mode
183, 10, context saved
193, 1, find vector 20 in memory position 0x0028
194, 1, load address 0X07B7 into the PC
195, 61CPU burst
256, 1, switch to kernel mode
257, 10, context saved
267, 1, find vector 11 in memory position 0x0016
268, 1, load address 0X01F8 into the PC
269, 40 ,call device driver
309, 40 ,call device driver
349, 40 ,call device driver
389, 40 ,call device driver
429, 40 ,call device driver
469, 40 ,call device driver
509, 40 ,call device driver
549, 40 ,call device driver
589, 40 ,call device driver
629, 40 ,call device driver
669, 40 ,call device driver
709, 40 ,call device driver
749, 40 ,call device driver
789, 3 ,call device driver
792, 1, IRET
793, 10, context restored
803, 1, switch to user mode
1, 96CPU burst
97, 1, switch to kernel mode
98, 10, context saved
108, 1, find vector 11 in memory position 0x0016
109, 1, load address 0X01F8 into the PC
110, 40 ,ISR body for end_io11
150, 40 ,ISR body for end_io11
190, 40 ,ISR body for end_io11
230, 40 ,ISR body for end_io11
270, 40 ,ISR body for end_io11
310, 40 ,ISR body for end_io11
350, 40 ,ISR body for end_io11
390, 40 ,ISR body for end_io11
430, 40 ,ISR body for end_io11
470, 40 ,ISR body for end_io11
510, 40 ,ISR body for end_io11
550, 40 ,ISR body for end_io11
590, 40 ,ISR body for end_io11
630, 3 ,ISR body for end_io11
633, 1, IRET
634, 10, context restored
644, 1, switch to user mode
1, 88CPU burst
89, 1, switch to kernel mode
90, 10, context saved
100, 1, find vector 2 in memory position 0x0004
101, 1, load address 0X0695 into the PC
102, 40 ,call device driver
142, 40 ,call device driver
182, 40 ,call device driver
222, 30 ,call device driver
252, 1, IRET
253, 10, context restored
263, 1, switch to user mode
1, 42CPU burst
43, 1, switch to kernel mode
44, 10, context saved
54, 1, find vector 2 in memory position 0x0004
55, 1, load address 0X0695 into the PC
56, 40 ,ISR body for end_io2
96, 40 ,ISR body for end_io2
136, 40 ,ISR body for end_io2
176, 30 ,ISR body for end_io2
206, 1, IRET
207, 10, context restored
217, 1, switch to user mode
1, 41CPU burst
42, 1, switch to kernel mode
43, 10, context saved
53, 1, find vector 3 in memory position 0x0006
54, 1, load address 0X042B into the PC
55, 40 ,call device driver
95, 40 ,call device driver
135, 40 ,call device driver
175, 40 ,call device driver
215, 40 ,call device driver
255, 40 ,call device driver
295, 40 ,call device driver
335, 20 ,call device driver
355, 1, IRET
356, 10, context restored
366, 1, switch to user mode
1, 73CPU burst
74, 1, switch to kernel mode
75, 10, context saved
85, 1, find vector 3 in memory position 0x0006
86, 1, load address 0X042B into the PC
87, 40 ,ISR body for end_io3
127, 40 ,ISR body for end_io3
167, 40 ,ISR body for end_io3
207, 40 ,ISR body for end_io3
247, 40 ,ISR body for end_io3
287, 40 ,ISR body for end_io3
327, 40 ,ISR body for end_io3
367, 20 ,ISR body for end_io3
387, 1, IRET
388, 10, context restored
398, 1, switch to user mode
1, 52CPU burst
